time,symbol,field,value
2023-01-20 17:07:00+00:00,MMM,Close,118.3700027466
2023-01-20 17:08:00+00:00,MMM,Close,118.4100036621
2023-01-20 17:09:00+00:00,MMM,Close,118.3899993896
2023-01-20 17:10:00+00:00,MMM,Close,118.4199981689
2023-01-20 17:11:00+00:00,MMM,Close,118.4700012207
2023-01-20 17:12:00+00:00,MMM,Close,118.5
2023-01-20 17:13:00+00:00,MMM,Close,118.5500030518
2023-01-20 17:14:00+00:00,MMM,Close,118.5599975586
2023-01-20 17:15:00+00:00,MMM,Close,118.4599990845
2023-01-20 17:16:00+00:00,MMM,Close,118.5199966431
2023-01-20 17:17:00+00:00,MMM,Close,118.5400009155
2023-01-20 17:18:00+00:00,MMM,Close,118.4850006104
2023-01-20 17:19:00+00:00,MMM,Close,118.4800033569
2023-01-20 17:20:00+00:00,MMM,Close,118.5100021362
2023-01-20 17:21:00+00:00,MMM,Close,118.5400009155
2023-01-20 17:22:00+00:00,MMM,Close,118.4850006104
2023-01-20 17:23:00+00:00,MMM,Close,118.4400024414
2023-01-20 17:24:00+00:00,MMM,Close,118.5101013184
2023-01-20 17:25:00+00:00,MMM,Close,118.6430969238
2023-01-20 17:26:00+00:00,MMM,Close,118.625
2023-01-20 17:27:00+00:00,MMM,Close,118.6449966431
2023-01-20 17:28:00+00:00,MMM,Close,118.6100006104
2023-01-20 17:29:00+00:00,MMM,Close,118.6299972534
2023-01-20 17:30:00+00:00,MMM,Close,118.6699981689
2023-01-20 17:31:00+00:00,MMM,Close,118.6900024414
2023-01-20 17:32:00+00:00,MMM,Close,118.5599975586
2023-01-20 17:33:00+00:00,MMM,Close,118.6500015259
2023-01-20 17:34:00+00:00,MMM,Close,118.7200012207
2023-01-20 17:35:00+00:00,MMM,Close,118.7149963379
2023-01-20 17:36:00+00:00,MMM,Close,118.7600021362
2023-01-20 17:37:00+00:00,MMM,Close,118.7699966431
2023-01-20 17:38:00+00:00,MMM,Close,118.8300018311
2023-01-20 17:39:00+00:00,MMM,Close,118.8799972534
2023-01-20 17:40:00+00:00,MMM,Close,118.7900009155
2023-01-20 17:41:00+00:00,MMM,Close,118.7900009155
2023-01-20 17:42:00+00:00,MMM,Close,118.8199996948
2023-01-20 17:43:00+00:00,MMM,Close,118.7949981689
2023-01-20 17:44:00+00:00,MMM,Close,118.7900009155
2023-01-20 17:45:00+00:00,MMM,Close,118.7799987793
2023-01-20 17:46:00+00:00,MMM,Close,118.7699966431
2023-01-20 17:47:00+00:00,MMM,Close,118.7600021362
2023-01-20 17:48:00+00:00,MMM,Close,118.7799987793
2023-01-20 17:49:00+00:00,MMM,Close,118.7399978638
2023-01-20 17:50:00+00:00,MMM,Close,118.8199996948
2023-01-20 17:51:00+00:00,MMM,Close,118.9300003052
2023-01-20 17:52:00+00:00,MMM,Close,118.8799972534
2023-01-20 17:53:00+00:00,MMM,Close,118.8957977295
2023-01-20 17:54:00+00:00,MMM,Close,118.8700027466
2023-01-20 17:55:00+00:00,MMM,Close,118.6100006104
2023-01-20 17:56:00+00:00,MMM,Close,118.7799987793
2023-01-20 17:57:00+00:00,MMM,Close,118.8600006104
2023-01-20 17:58:00+00:00,MMM,Close,118.8499984741
2023-01-20 17:59:00+00:00,MMM,Close,118.8600006104
2023-01-20 18:00:00+00:00,MMM,Close,118.9199981689
2023-01-20 18:01:00+00:00,MMM,Close,119.0
2023-01-20 18:02:00+00:00,MMM,Close,119.0299987793
2023-01-20 18:03:00+00:00,MMM,Close,119.0250015259
2023-01-20 18:04:00+00:00,MMM,Close,118.9599990845
2023-01-20 18:05:00+00:00,MMM,Close,118.9961013794
2023-01-20 18:06:00+00:00,MMM,Close,119.0299987793
2023-01-20 18:07:00+00:00,MMM,Close,118.9800033569
2023-01-20 18:08:00+00:00,MMM,Close,118.9725036621
2023-01-20 18:09:00+00:00,MMM,Close,118.8705978394
2023-01-20 18:10:00+00:00,MMM,Close,118.7366027832
2023-01-20 18:11:00+00:00,MMM,Close,118.6500015259
2023-01-20 18:12:00+00:00,MMM,Close,118.6350021362
2023-01-20 18:13:00+00:00,MMM,Close,118.6900024414
2023-01-20 18:14:00+00:00,MMM,Close,118.7600021362
2023-01-20 18:15:00+00:00,MMM,Close,118.7699966431
2023-01-20 18:16:00+00:00,MMM,Close,118.8099975586
2023-01-20 18:17:00+00:00,MMM,Close,118.7799987793
2023-01-20 18:18:00+00:00,MMM,Close,118.7799987793
2023-01-20 18:19:00+00:00,MMM,Close,118.5699996948
2023-01-20 18:20:00+00:00,MMM,Close,118.6999969482
2023-01-20 18:21:00+00:00,MMM,Close,118.75
2023-01-20 18:22:00+00:00,MMM,Close,118.6999969482
2023-01-20 18:23:00+00:00,MMM,Close,118.7397003174
2023-01-20 18:24:00+00:00,MMM,Close,118.7399978638
2023-01-20 18:25:00+00:00,MMM,Close,118.7600021362
2023-01-20 18:26:00+00:00,MMM,Close,118.7149963379
2023-01-20 18:27:00+00:00,MMM,Close,118.6800003052
2023-01-20 18:28:00+00:00,MMM,Close,118.7200012207
2023-01-20 18:29:00+00:00,MMM,Close,118.7399978638
2023-01-20 18:30:00+00:00,MMM,Close,118.8099975586
2023-01-20 18:31:00+00:00,MMM,Close,118.8000030518
2023-01-20 18:32:00+00:00,MMM,Close,118.7799987793
2023-01-20 18:33:00+00:00,MMM,Close,118.8199996948
2023-01-20 18:34:00+00:00,MMM,Close,118.8000030518
2023-01-20 18:35:00+00:00,MMM,Close,118.75
2023-01-20 18:36:00+00:00,MMM,Close,118.8199996948
2023-01-20 18:37:00+00:00,MMM,Close,118.8899993896
2023-01-20 18:38:00+00:00,MMM,Close,118.8899993896
2023-01-20 18:39:00+00:00,MMM,Close,118.9000015259
2023-01-20 18:40:00+00:00,MMM,Close,118.9209976196
2023-01-20 18:41:00+00:00,MMM,Close,118.9000015259
2023-01-20 18:42:00+00:00,MMM,Close,118.8305969238
2023-01-20 18:43:00+00:00,MMM,Close,118.8700027466
2023-01-20 18:44:00+00:00,MMM,Close,118.8649978638
2023-01-20 18:45:00+00:00,MMM,Close,118.8300018311
2023-01-20 18:46:00+00:00,MMM,Close,118.7850036621
2023-01-20 18:47:00+00:00,MMM,Close,118.6999969482
2023-01-20 18:48:00+00:00,MMM,Close,118.7480010986
2023-01-20 18:49:00+00:00,MMM,Close,118.8566970825
2023-01-20 18:50:00+00:00,MMM,Close,118.875
2023-01-20 18:51:00+00:00,MMM,Close,118.8300018311
2023-01-20 18:52:00+00:00,MMM,Close,118.8899993896
2023-01-20 18:53:00+00:00,MMM,Close,118.9250030518
2023-01-20 18:54:00+00:00,MMM,Close,118.9000015259
2023-01-20 18:55:00+00:00,MMM,Close,118.8399963379
2023-01-20 18:56:00+00:00,MMM,Close,118.8450012207
2023-01-20 18:57:00+00:00,MMM,Close,118.8899993896
2023-01-20 18:58:00+00:00,MMM,Close,118.9300003052
2023-01-20 18:59:00+00:00,MMM,Close,118.9798965454
2023-01-20 19:00:00+00:00,MMM,Close,118.9199981689
2023-01-20 19:01:00+00:00,MMM,Close,118.9150009155
2023-01-20 19:02:00+00:00,MMM,Close,118.9362030029
2023-01-20 19:03:00+00:00,MMM,Close,118.9300003052
2023-01-20 19:04:00+00:00,MMM,Close,118.9800033569
2023-01-20 19:05:00+00:00,MMM,Close,118.9749984741
2023-01-20 19:06:00+00:00,MMM,Close,119.0
2023-01-20 19:07:00+00:00,MMM,Close,119.0149993896
2023-01-20 19:08:00+00:00,MMM,Close,119.0490036011
2023-01-20 19:09:00+00:00,MMM,Close,119.1009979248
2023-01-20 19:10:00+00:00,MMM,Close,119.1299972534
2023-01-20 19:11:00+00:00,MMM,Close,119.1600036621
2023-01-20 19:12:00+00:00,MMM,Close,119.1500015259
2023-01-20 19:13:00+00:00,MMM,Close,119.1500015259
2023-01-20 19:14:00+00:00,MMM,Close,119.1299972534
2023-01-20 19:15:00+00:00,MMM,Close,119.1531982422
2023-01-20 19:16:00+00:00,MMM,Close,119.1500015259
2023-01-20 19:17:00+00:00,MMM,Close,119.1299972534
2023-01-20 19:18:00+00:00,MMM,Close,119.1500015259
2023-01-20 19:19:00+00:00,MMM,Close,119.0899963379
2023-01-20 19:20:00+00:00,MMM,Close,119.0599975586
2023-01-20 19:21:00+00:00,MMM,Close,119.0749969482
2023-01-20 19:22:00+00:00,MMM,Close,119.1399993896
2023-01-20 19:23:00+00:00,MMM,Close,119.1699981689
2023-01-20 19:24:00+00:00,MMM,Close,119.1200027466
2023-01-20 19:25:00+00:00,MMM,Close,119.0500030518
2023-01-20 19:26:00+00:00,MMM,Close,119.1650009155
2023-01-20 19:27:00+00:00,MMM,Close,119.1199035645
2023-01-20 19:28:00+00:00,MMM,Close,119.1600036621
2023-01-20 19:29:00+00:00,MMM,Close,119.1600036621
2023-01-20 19:30:00+00:00,MMM,Close,119.2399978638
2023-01-20 19:31:00+00:00,MMM,Close,119.2154006958
2023-01-20 19:32:00+00:00,MMM,Close,119.2726974487
2023-01-20 19:33:00+00:00,MMM,Close,119.2399978638
2023-01-20 19:34:00+00:00,MMM,Close,119.2600021362
2023-01-20 19:35:00+00:00,MMM,Close,119.25
2023-01-20 19:36:00+00:00,MMM,Close,119.2300033569
2023-01-20 19:37:00+00:00,MMM,Close,119.25
2023-01-20 19:38:00+00:00,MMM,Close,119.2300033569
2023-01-20 19:39:00+00:00,MMM,Close,119.25
2023-01-20 19:40:00+00:00,MMM,Close,119.261100769
2023-01-20 19:41:00+00:00,MMM,Close,119.2399978638
2023-01-20 19:42:00+00:00,MMM,Close,119.25
2023-01-20 19:43:00+00:00,MMM,Close,119.2200012207
2023-01-20 19:44:00+00:00,MMM,Close,119.1900024414
2023-01-20 19:45:00+00:00,MMM,Close,119.2899017334
2023-01-20 19:46:00+00:00,MMM,Close,119.25
2023-01-20 19:47:00+00:00,MMM,Close,119.2399978638
2023-01-20 19:48:00+00:00,MMM,Close,119.2149963379
